Id,review,sentiment
26579,"There were but two reasons for me to see this film. First of all Stellan Skarsgard and Marisa Tomei were in it (who are both good actors) and I had nothing better to do. While seeing the film though, I immediately thought of something better to do: SLEEP! This film is a complete waste of time. It is a standard ex-cop flick. The ex-copper is the best there ever was, but he was fired. He keeps doing stuff on his own to the dislike of his former buddies and he saves the day. All BIG surprises (NOT!!!). Go to sleep, or if you have insomnia, try this one.<br /><br />4 out of 10",0
26580,"The production company for this film calls itself 'Nott Entertainment', and that is a surprisingly apt name. This very is very 'Nott' entertaining from start to finish, which is a shame because a mix of zombie movie and western could have been interesting. Every time a low budget zombie movie is released, it will tend to be ""for the fans by the fans"". I do actually consider myself a fan of zombie movies, but too many more like this one and I'll be re-evaluating my opinion! The film seems to be a rip-off of the half-decent Aussie zombie flick 'Undead', expect instead of just having the lead in a cowboy hat; everyone is wearing one; but this doesn't make a lot of sense because the film is apparently set in modern times. The credits sequence at the start of the movie fools us into believing that we're going to be in for an atmospheric film, but when the movie starts properly; it soon becomes apparent what we're actually in for. Naturally, there's a fair amount of gore and it is actually fairly well done, though the good things I have to say about the film pretty much end there. There's a twist half way through which might have been interesting if the rest of the film was. Overall, this is just another zombie movie in a world with far too many zombie movies. I don't recommend it.",0
26581,"Another exquisite taste of what a superhero movie should be after Batman:Dead End that just helps stimulate our taste buds and leave us wanting more! This is what a real superhero movie should look like and feel like! Even tough this is a fanfilm of sorts. The attention to detail, character and action is undeniably real. Although this is a limited resources production, it puts to shame big budgeted, star-casted, hyped productions ""other"" superhero related movies. Here the main and supporting characters act and look like they are real life people. Finally, a Superman that actually looks ""super"" and looks like the real thing! Batman the way it should be, without the flashy rubber-casted , ripped body armor to hide scrawny physiques for over paid actors that don't deliver. I just wish that some sensible Warner Bros. exec gives the OK to produce a full length adaptation of this jewel. I don't care if it goes to theaters or straight to DVD, I would never get tired of watching it. Just the plot itself is worth my hard earned dough for this. Hope the ""bigwigs"" at Marvel & DC productions take a look and see what a real well produced superhero movie should look. No more ""Batman & Robin"" fiasco, or Hulk, Daredevil, etc. Learn from these small time directors and learn that there shouldn't be any reason to ""reinvent"" the hero for the movie, just to have it ""bomb"" in theaters. Mr. Collora...We need more directors like you!!",1
26582,"Carnosaur 3: Primal Species (1996) D: Jonathan Winfrey. Scott Valentine, Janet Gunn, Rick Dean, Anthony Peck, Rodger Halston, Terri J. Vaughn, Billy Burnette. Why even bother reviewing this movie? Another stupid dinosaur movie in which top secret military guys discover those lethal (and very fake-looking) prehistoric monsters running around killing people in gory ways. The original was bad enough, the sequel was even worse. This falls somewhere in between, though unrelated to either of the previous CARNOSAUR films. RATING: 2 out of 10. Rated R for graphic violence and gore, grisly images, and profanity.",0
26583,"Great book, great movie, great soundtrack. Frank Sinatra shows in this movie that when he wanted to put the effort in, he could act. The ending is a bit schmaltzy, but for the time it's understandable the studio wanted a happy ending. The graphic nature of the heroin addiction (groundbreaking for the period) is a plus. Add the terrific soundtrack and you've got one of the great American movies.",1
26584,"An Insomniac's Nightmare was an incredibly interesting, well-made film. I loved the way it just throws you into the main character's subconscious without coddling the viewer...the acting was top notch - honestly, I would watch Dominic Monaghan read the phone book! - but everyone else, especially the young girl, was great as well. I was very impressed by the look of the film, too. Usually, ""independent films"" have a grainy, I-shot-this-on-my-camcorder look to them, but this director knows what she's doing. The lighting, the cinematography...quality work. I'm looking forward to a feature-length work from Tess Nanavati!",1
26585,"I saw this movie because every review I read of it said that it was one of the scariest movies of the new millennium. I really don't understand what all of the hype was about. For one thing, the dialogue in this movie was laughably bad (""What if something strange is going on?""...what????). The acting didn't blow my socks off either. It could have been because the script barely gave the actors anything to work with....the characters are purely 2-dimensional to me and I didn't give a hoot about them at all. Another thing is that the movie extremely boring. Extremely. Sure, there are a couple of ""jolts"" here and there, but for the movie's 112 minute length, it sure didn't use it's time up wisely. Most of the movie contains characters talking about stuff that had barely anything to do with the plot. What was the point of that??<br /><br />To top it off, the movie makes no sense. Yes, I believe I understood the intentions of the ghosts, but how that fits into the events that actually occur in the movie is beyond me. Also, much of the movie is played out in little vignettes, which makes the story hard to follow at times. And don't even get me started with the ending. What exactly happened there?<br /><br />I can give Kurosawa credit for placing some truly frightening images throughout the film. There are very creepy shots of ghosts and other unsettling images. If they reflected more on those images and elaborated on them, it would have made the movie much stronger. But they didn't, and instead elaborated more on social commentary, which was interesting, but again, portrayed in an extremely dull way. Yes, it's a message movie. Okay, fun. I'll just get the message of my review right out here in the open: find a better way to spend your spare time than watching this.",0
26586,"I loved ""Anchorman; The Legend of Ron Burgundy"" and hoped this would be just as funny, but alas, it wasn't. Some bits are excellent though. I thought the sports guy, Champ Kind, professing his love for Ron Burgundy in the car filled with the other members of the news team was hilarious. Everyone is ignoring him and he just gets louder and louder and finally kisses Burgundy which doesn't get acknowledged either. But on the whole the story doesn't gel. It's a noble attempt, however, to salvage the unused bits from the first movie, including an entire plot about some pretty benign would-be domestic terrorists called ""The Alarm Clock."" Maya Rudolph of Saturday Night Live is one of the members and has a couple of funny lines, but basically this unused plot line has good reason to be unused in the first movie. The extras on this disk are pretty good, with the best two being the filmed rehearsals featuring lots of improv comedy, and the faux commentary with Will Ferrell and an ""exec producer"" who Ferrell discovers early on was not even a part of the movie in any way, shape or form. Turns out he's ""just a guy"" who walked in the side door of the recording studio and pretended to be a producer. It's some pretty funny stuff though and goes on for about 10 or 15 minutes",0
26587,"I didn't at all think of it this way, but my friend said the first thing he thought when he heard the title ""Midnight Cowboy"" was a gay porno. At that point, all I had known of it was the reference made to it in that ""Seinfeld"" episode with Jerry trying to get Kramer to Florida on that bus and Kramer's all sick and with a nosebleed.<br /><br />The movie was great, and surprisingly upbeat and not all pissy pretentious pessimistic like some movies I can't even remember because they're all crap.<br /><br />The plot basically consisted of a naive young cowboy Joe Buck going to New York trying to be a hustler (a male prostitute, basically), thinking it'll be easy pickings, only to hit the brick wall hard when a woman ends up hustling HIM, charging him for their sexual encounter.<br /><br />Then he meets Enrico Salvatore Rizzo, called ""Ratso"" by everyone and the cute gay guys who make fun of him all the time. You think of him as a scoundrel, but a lovable one (like Han Solo or Lando Calrissian) and surprisingly he and Joe become friends, and the movie is so sweet and heartwarming watching them being friendlier and such and such. Rizzo reveals himself to actually be a sad, pitiable man who's very sick, and very depressed and self-conscious, hates being called ""Ratso"" and wants to go to Florida, where he thinks life will be much better and all his problems resolved, and he'll learn to be a cook and be famous there.<br /><br />It's heartwarming watching Joe do all that he does to get them both down to Florida, along with many hilarious moments (like Ratso trying to steal food at that hippie party, and getting caught by the woman who says ""Gee, well, you know, it's free. You don't have to steal it."" and he says ""Well if it's free then I ain't stealin' it"", and that classic moment completely unscripted and unscheduled where Hoffman almost gets hit by that Taxi, and screams ""Hey, I'm walkin' here! I'm walkin' here!""), and the acting is so believable, you'd never believe Joe Buck would grow up to be the distinguished and respected actor Jon Voight, and Ratso Rizzo would grow up to be the legendary and beloved Dustin Hoffman. It's not the first time they've worked together in lead roles, but the chemistry is so thick and intense.<br /><br />Then there's the sad part that I believe is quite an overstatement to call it ""depressing"". Ratso Rizzo is falling apart all throughout the movie, can barely walk, barely eat, coughs a lot, is sick, and reaches a head-point on the bus on its way to Florida. He's hurting badly, and only miles away from Miami, he finally dies on the bus. The bus driver reassures everyone that nothing's wrong, and continues on. Sad, but not in the kind of way that'd make you go home and cry and mope around miserably as though you've just lost your dog of 13 years.<br /><br />All in all, great movie. And the soundtrack pretty much consists just of ""Everybody's Talking'"" played all throughout the movie at appropriate times. An odd move, but a great one, as the song is good and fits in with the tone of the movie perfectly. Go see it, it's great, go buy it",1
26588,"These are excerpts from a nine-page ""Memo to Mr. Cohn from Mr. Welles"", written after Orson had seen studio mogul Harry Cohn's edited version of the picture (he took an hour out): <br /><br />""...The preview title music was written by a first rate composer, George Antheil. Although not written for our picture at all, this temporary title music had an atmosphere of darkness and menace combined with something lush and romantic which made it acceptable...The only musical idea which seems to have occurred to this present composer (Heinz Roemheld) is the rather weary one of using a popular song--the ""theme""--in as many arrangements as possible. Throughout we have musical references to ""Please Don't Kiss Me"" for almost every bridge and also for a great deal of the background material. The tune is pleasing, it may do very well on the Hit Parade--but Lady from Shanghai is not a musical comedy...Mr. Roemheld is an ardent devotee of an old-fashioned type of scoring now referred to in our business as ""Disney"". In other words, if somebody falls down, he makes a ""falling down"" sound in the orchestra, etc., etc...If the lab had scratched initials and phone numbers all over the negative, I couldn't be unhappier about the results...Just before I left to go abroad, I asked Vi (Viola Lawrence, the editor) to make a cut which would involve dropping the near accident with the taxi-cab and also quite a bit of dialogue. I am convinced that this would have been an excellent cut...saving much needed footage in the slow opening sequence (this was not done, accounting for the main weaknesses of the film's opening reel)...There is nothing in the fact of Rita's diving to warrant a big orchestral crescendo...What does matter is Rita's beauty...the evil overtones suggested by Grigsby's character, and Michael's bewilderment. Any or all of these items might have inspired the music. Instead, the dive is treated as though it were a major climax or some antic moment in a Silly Symphony: a pratfall by Pluto the Pup, or a wild jump into space by Donald Duck...There is no sound atmosphere on the boat. A little wind and water is sorely missed. There's no point in photographing a scene on a real boat if you make it sound as though it all happened in front of a process screen...At the start of the picnic sequence...in the temporary score, we used a very curious, sexy Latin-American strain...This has been replaced with a corny ""dramatic"" sequel--bad stock stuff...This sort of music destroys that quality of strangeness which is exactly what might have saved Lady from Shanghai from being just another whodunit...There is a big musical outburst after Grigsby's line, ""I want you to kill him."" This is absurd...The Hawaiian guitar music which comes out of the radio...was supposed to be corny enough to make a certain satirical point. As it stands now, it's on about the same level as the rest of the scoring. Nobody in the audience could possibly suspect that we're kidding...The aquarium scene needs more echo. ""Please Don't Kiss Me"" is in again!...A bad dubbing job and poor scoring has destroyed the character of Michael's run down the pier. From the gunshot through to the phone call, a careful pattern of voices had been built up with the expenditure of much time and effort. For some reason, this has all been junked in favor of a vague hullabaloo. As a result, the whole sequence seems dull...The audience should feel at this point, along with Michael, that maybe they are going crazy. The new dubbing job can only make them feel that maybe they're going to sleep...The gun battle with the breaking mirrors must not be backed with music...The closing music again makes reference to ""Please Don't Kiss Me""...This finale is obvious to the point of vulgarity, and does incalculable injury to the finish of the picture.""<br /><br />All of these edits from Orson were ignored",1
26589,"This film is definitely an odd love story. Though this film may not be much to shout about, Nicole Kidman carries the film on her own the rest of the cast could quite easily be forgotten, though Ben Chaplin does do quite a good job of Hertfordshire Life with shots of St Albans & Hemel Hempstead town centre depicting the true essence of the area. What starts outlooking like a regular episode of the popular British TV series""Heartbeat"" soon turns into a gritty gangster getaway action flick.Nothing truly memorable happens in this simple small film and thus ends-up as fairly decent weekend entertainment. A good one to watch, and if you like the hero john are lonely thirty something you may find something to identify with in his character.",1
26590,Claudine was one of the very first movies that gave positive role models for both Black men and women. I appreciated this movie even more as I got older. This movie shows that men didn't always turn away from responsibility. An excellent movie I'd always recommend for anyone who appreciates a good inner city love story.,1
26591,"A plane carrying a rich scientist's daughter goes down in thick wilderness. He assembles a group to go and find her and the others, but the rescue party soon suspects that something is stalking them. Then ulterior motives for the expedition are revealed and that only adds to the already existing tension.<br /><br />The movie is a decent idea and a take on the popular Sasquatch legend was bound to wind up on film sooner or later. However, the film's direction breaks a fundamental rule of horror/thriller directing and that is showing too much too soon. Of course the audience knows there is something stalking the characters, just read the title! But showing what should have been the film's kicker that early just ruins most of the suspense and, as a direct result, much of the fun. The film also lacks a good atmosphere and there are almost no landscape shots that show the expanse of the wilderness, but there are plenty monster point-of-view shots that add nothing to anything. They actually knock off 'Predator' quite shamelessly. The low-budget horror film 'Wendigo' did what this film tries to do much better.<br /><br />Some of the character tensions and a non-cliché ending manage to make up for this rise above the crap pile, but it is still poor and given the premise and potential, very disappointing. --- 4/10<br /><br />Rated R for some violence and profanity, but it's pretty tame compared to most R-rated horror.",0
26592,"I cant see how some people cant find this film funny i saw the end of it on Sky Movies in 2001 thought i would by the DVD since then i have laughed my balls of with lines like Rik Mayalls laugh ""HAHAHAHAHAHAHA"" and Eddies ""Hello night porter"" when they never get any phone calls overall i think this film is very very funny.",1
26593,"Spoiler warning!!!<br /><br />This is probably my least favourite Cary Grant film. I spent most of the time thinking: ignore him, leave him etc. Is he trying to kill her? Should we assume that after the end, when he persuades her to return home with him, that he will kill her after all? I see from checking in a couple of books that this is a reading that some viewers/critics have taken. Finishing early is after all a more reasonable way to film a book, than to change the ending - and this is a more unreasonable change of ending than, for example, in Altman's The Long Goodbye. Unlike Hitchcock's earlier example of making the murderer not the murderer because a star has been cast (when Gosford Park refers to The Lodger, Ivor Novello's murderous habits are not mentioned) the book's ending is not definitely ruled out.<br /><br />In Robin Wood's Hitchcock's Films Revisited, he writes: ""As one mentally 'swiches' from ending to ending , the significance of every scene changes, the apparent solidity of the narrative dissolves, the illusion of the fiction's 'reality' disintegrates, the film becomes a 'modernist' text in which the process of narrative is foregrounded."" I enjoy playing intellectual interpretation games as much as anyone else, but unless the film stands on a straightforward reading, then it fails. This one fails. Even after considering the fatal glasses of milk that recur in a few Hitchcock films.<br /><br />An annoying quibble. The year is 1941. Nothing in the film says that it is set in the past. Beaky (Nigel Bruce) keeps his money in a Paris Bank, and goes there to do financial business? Does he not know that there is a war on? Indeed, were there still any flights from Croydon airport? Is he on good terms with the Nazis? How come it is never suggested that the Germans shot him as a spy or something.<br /><br />A curiosity. When Johnnie and Lina have dinner with Isobel, the mystery writer, and her brother, the pathologist, there is a fifth person present, who is never explained nor introduced - a woman in a tuxedo. The credits say that she is Nondas Metcalf playing Phyllis Swinghurst. Is this not an example of how lesbians were coded in '40s films? Are we to take her as Isobel's lover? The books that discuss overt and hidden gays/lesbians in Hitchcock (e.g. Robin Wood again) do not include Phyllis Swinghurst.",0
26594,"It looks like the brilliant team of Shonda Rhimes outsourced the writing of this one somewhere offshore, maybe to the MediocreLand? ""PP"" reminds me any one of the many tedious, promising at first but predictable within 1 season David Kelly flicks (Picket Fences, Ally McBeal, and now Boston Legal). The crazy cases they get are so outlandish, they barely evoke sympathy or sadness. And that's what actually makes good medical dramas tick - dramatic situations you are afraid of, ""This could be me"" sentiment. They are not funny either.<br /><br />The actors are quite good, but the plot lines are dead and cannot be brought back to live. I'm a therapist, and let me tell you - Amy Brennan plays the most unbelievably incompetent, unethical, untrained therapist. Whoever writes her stuff flunked the ethics and the transference/counter-transference courses in Stanford. Somebody should give them a Code of Ethics to read (the episode with the nose-bleeding wife and the therapist's involvement in it). No therapists are that bad.<br /><br />Women yearning for men who have moved on - had been done to death, we've all graduated ""Sex and the City"". Addison in her youthful aggression towards the guy she likes - very age-inappropriate, looks so unnatural on a woman over 40, and this otherwise talented actress doesn't believe it herself and doesn't deliver it very well. The only successful/palatable developments are Addison struggling with her decision to move to LA, and the ""Voodoo Dr"" and his coping with widowhood.<br /><br />This concept might work with a whole new writing team.",0
26595,"When someone remakes a classic movie, the remake is always unfavorably compared to the original. Also, there's a chance that the remake is so radically different that it is just too unfamiliar to audiences.<br /><br />Well, the 1973 TV version of ""Double Indemnity"" has almost identical scenes and dialogue as the 1944 original. The main difference is that the remake just seems to have no energy at all. Fred MacMurray was great as the lecherous, leering insurance agent Walter Neff in the original; Richard Crenna just seems world-weary and tired. Edward G. Robinson brought great manic energy to his role as MacMurray's boss Barton Keys; Lee J. Cobb, a fine actor, appears almost bored with the proceedings. Samantha Eggar is all wrong as the conniving, back-stabbing Phyllis Dietrichson; while Barbara Stanwyck was just superb in this wicked role, Eggar is overly polite and mannered and just seems way out of place.<br /><br />Robert Webber, in the old Richard Gaines role as Robinson's boss Norton, and John Fiedler taking the Porter Hall role as the crucial witness, bring some life to the movie. In particular, Webber recreates the Norton role well in a 1970s context.<br /><br />However, after the movie starts, the whole thing just sort of lies there, without any life or electricity. This is one film that never should have been remade.",0
26596,"Swift's writing really has more in common with Kafka and Orwell than with fantasy-adventure writers, so it's curious that Gulliver's Travels has been deemed a children's novel. Lucky kiddies!<br /><br />The same applies to this movie. There have been some really awful versions of this story, which must be why people are reluctant to look at this version. I mean, it's a TV-movie and it comes from muppetteer Jim Henson, so how should we expect anything but cuteness?<br /><br />Look again - beauty turns up in the oddest places. Children love this movie enough to sit through all three hours of it, but it also takes the time to get Swift's dark vision right. I hate special effects, but here they are used to carry the story forward instead of just dazzling us. Please note that the producers took the trouble to recruit classical actors like John Gielgud and Peter O'Toole who perform their eccentric roles with perfection.<br /><br />Dramatically, the romance between Gulliver and Glumdalclitch is rendered touching and poignant, as well as funny (she's a little girl, but twenty times his size). The frame-story has a theme about absent fathers that many children will relate to. And the part about Gulliver in the asylum introduces an element of horror dealing with the abuse of authority (apparently deriving from Val Lewton's ""Bedlam"" [1946], another forgotten masterpiece).<br /><br />The VHS is always turning up in the bargain-bin for a few cents, which is an insult to the many great artists who put this thing together. I encourage audiences to recognize a good thing by getting this movie and inspiring others to watch it. Although it has a lot to offer children, grown-ups will find that it stands up nicely to such classics as Aguirre, Brazil, 1984 and other serious fantastic works.",1
26597,"Return of the Jedi is certainly the most action packed of the series, and is a fine conclusion to the Star Wars Saga. With Han Solo imprisoned by Jabba the Hut and the Empire building a new Death Star, the rebel alliance is facing an uphill struggle against the dark side, and only our favourite heroes can pull it off.<br /><br />The Opening sequence, set on Tatooine, we see Jabba's palace, a pit of slavery and scum, and new home to Han Solo, as Luke and the gang prepare for his rescue, and with Luke's Jedi powers, they have the edge.<br /><br />We also witness a tremendous triple battle at the end. Han, Leia and Chewy battle it out on Endor, desperate to deactivate the shields protecting the Death Star. The Rebel Fleet led by Lando, battle with the Imperial Fleet while they wait for the shields to go down, and Luke has a final showdown with Darth Vader. An Epic end to a Classic Saga, and it's only just of the pace of the first two.<br /><br />10/10",1
26598,"I saw a trailer for this on Afro Promo, the collection of movie trailers for movies featuring African-Americans. It looked like what it is; a highly tendentious ""wacky"" comedy in which an uptight black man realizes that his son is gay. It would seem that Redd Foxx's (RF) wife has left him for his brother, who works with him at ""the store"" back in Phoenix. He has taken the bus to visit his son Norman is Los Angeles.<br /><br />So as RF arrives, Norman, wearing nothing but powder-blue bikini shorts, gets out of his waterbed to answer the door. Trying to buy time by making his elderly father take the stairs to what appears to be the 60th floor, Norman tries to wake his lover, who steadfastly refuses to budge. It was just to the point where I wrote ""WHY won't he wake up?"" when suddenly he does, and me and my friend's jaws dropped for the first of many times as we are presented with our first glimpse of the blue-eyed, swirl-hairdoed Garson, Norman's white live-in lover, who just ""had the most faaaaaabulous dream_"" Garson is a flaming queen of a type that can ONLY be imagined as emerging from 1976 L.A. He has dresses and a purse and big clunky jewelry, and seems to have modeled both his look and persona on Carol Brady from The Brady Bunch.<br /><br />Norman orders his lover to find somewhere else to stay during his father's visit. Garson goes to stay with Waylon Flowers, and Madam answers the phone when Norman calls. <br /><br />So RF attempts to reach his wife in Mexico. While he is on the phone, Garson comes in to pack his dress and RF confronts him. With a burst of 70s soul music meant to evoke his dawning revelation (but sounding more like we're about to hear a very special track by The Emotions), he realizes that his son is gay.<br /><br />His first impulse is ""I'll kill him. I'll kill him."" Then RF goes on a long walk, wherein he cycles through all of the thoughts a confused parent might have, such as ""maybe we toilet trained him too soon."" His thoughts are all triggered by something he sees on his walk, for instance a burly truck driver appearing just as he is contemplating what makes a real man. Surprisingly, he goes to a bookstore and buys about eight books on homosexuality. This, it must be said, is about eight more books on homosexuality than MY parents bought. He then goes straight to a park bench and reads them all! <br /><br />RF then hires Audrey, a six-foot Amazon prostitute (in this amazing fur thing) played by Tamara Dobson of Cleopatra Jones. He hired her for Norman to try out heterosexuality, but this pisses Norman and he storms out to go stay with his friend Melody.<br /><br />Then Garson comes over and offers to take RF out for the night. He commiserates over the loss of RF's wife, and tells the tale of his own mother, who harbors an irrational prejudice against Pilippinos because ""she was molested at a luau."" They attend a long featured performance of Wayon and Madam, which culminates in Madam violently bashing her head against the piano until her hair comes loose. Once more, mouths were agape.<br /><br />So it seems that, wouldn't ya just know it, RF and Garson have a wonderful evening together! You see, staid, traditional older black men just have to see the crappy, highly-effeminate entertainment of mega-queens in order to come around to ALL the gay world has to offer! It's really JUST that simple! This still does not prevent RF from yelling ""Rape!"" when Garson wakes him from a bad dream. It ends less predictably than you'd think.<br /><br />There was so much that was just off. WHAT is the basis of Norman and Garson 's relationship? They don't seem to have ANY rapport, and Norman has no qualms whatsoever about kicking Garson out, and even when he comes around to stand up for himself, he never defends Garson or talks about their relationship. There were some kind of sweetly quaint touches like RF going to buy all those books on homosexuality-_and sitting right down on the park bench to read them! I like the idea that a parent would actually try to find something out about homosexuality, rather than just run off to get drunk or commiserate with his friends.<br /><br />Other than that, it's kind of just what it seems like: a little relic of a bygone era, an era in which some gay people thought that if uptight straight people just sat down and watched a drag marionette performance, we could all learn to love and understand one another! And because of the whole naiveté of this thing, the extreme stereotypes and message-laden dialogue just come off as charmingly outdated, and provide a great deal of grist for discussion on how things have changed for gays in the past 30 years. I guess the only thing that seems offensive is the idea that gays' female friends are desperately in love with them, and are willing to get them drunk in order to sleep with, and by extension convert, them.<br /><br />------ Hey, check out Cinema de Merde, my website on bad and cheesy movies (with a few good movies thrown in). You can find the URL in my email address above.",1
26599,"I write this after just seeing the latest episode broadcast in the UK, and to me it must be a tough job to keep up the standard. The last episode shown called ""Blink"" has elements of Gothic horror all to do with statues that aren't quite what they seem. The Doctor and Martha don't appear much, but that doesn't detract from a well crafted episode. The general standard has built to a high level and the last three episodes, the two parter with ""The Family"" and the latest have to me been the best that the current team have ever done.<br /><br />It's not just David Tennant holding it together, the whole supporting cast week in, week out are helping as well. For those awaiting series 3 abroad, the wait is is well worth it.",1
26600,"One of those Thank-God-I-don't-live-there documentaries. This one tells of two warring factions in Colombia, guerrillas and paramilitaries, and the surrounding peoples of Medellin.<br /><br />Guns, drugs and death run rampant. The guys, no older than 22, not in the middle of fighting a war are in jail. The girls _ not women, girls _ always react the same way when one of them is killed, with tears and screaming. You scratch your head; what did they expect, really? I don't know what's more disturbing: the nightly shoot-outs and civil unrest, or that everybody just seems to passively accept things as are. Or, seeing that boy drinking what is obviously not his first beer, being all of what, 10? If you were to take these any of these young men out of their situation and put them some place where they had the opportunity to do more, be more, how many would choose not to stay?<br /><br />Based on this documentary, all, I'm afraid.",0
26601,"It must say something about the state of our nation that this programme is one of the most popular currently screened. <br /><br />The 'square' is peopled by such a miserable, untrustworthy, amoral, spiteful, unrelentingly dour group of characters as can be imagined. Everyone is stabbing someone in the back, everyone is attempting to commit adultery, everyone is trying to cheat someone. That, or they are being stabbed, cuckolded or swindled. Nobody is cheerful. Nobody laughs. Nobody has a blinding stroke of luck or a really nice day. It's hell, with cockney accents.<br /><br />I suspect this programme must be sponsored by The Samaritans. It's perfect viewing for the depressed. It doesn't cheer them up; what it does do is present a whole community of such terminally despondent sad-arses that viewers are moved to believe their lot really could be worse - they might be living in 'Albert Square'.<br /><br />Apart from the above; as a representation of London's east end, it is pure hokum. The programme-makers have evidently never been across town. The first thing you encounter on the Mile End Road is a colossal mosque. And this pretty-well defines the racial majority of the population. White British Londoners are a dispersed and rapidly diminishing minority. A large advertisement hoarding presently near the Bow Road flyover, and sponsored by Tower Hamlets Health Care boasts that 'Eight out of ten members of the community can now see their doctor more quickly'. Ten healthy, smiling faces beam down at the observer in confirmation. Eight of them are dark-skinned... <br /><br />What's more, I used to work with a bunch of Anglo-Saxon - dare I say 'pukka' - cockneys a few years ago. And I can tell you that a more obnoxiously racist experience I've never had. Each day was like an Oswald Moseley rally. They couldn't pass 5 minutes without denigrating some other race or nationality than their own, and in terms that were repulsive and obscene. 'Fackin' Pakis' and 'fackin' Maceroons' were the small change of conversation. In fact their entire (and extremely limited) stock of adjectives fixated upon sex-organs and their application. Alf Garnett was a paragon of liberal virtue in comparison.<br /><br />Any programme that purported to represent London's native east-end Caucasians in their true nature would be completely unfit for broadcast - even after the 9 o-clock watershed. Imagine a Ku Klux Klan script written by Quentin Tarantino and you'd be somewhere near the mark. But when they weren't being inveterate bigots they were at least extremely cheerful.<br /><br />I don't know how such a soap-opera came to be. This imaginary castaway island of white misery has absolutely no bearing upon real culture whatsoever. And if you're of a comparatively sanguine disposition, it will quickly reduce you to tears of grief. Comparatively ordinary actors pretending to be comparatively ordinary chronic-depressives with cockney accents - what's the point of that?<br /><br />Dull, dreary, unrelentingly disillusional, and ethnically preposterous. The most popular programme of an apparently diseased and dying nation.<br /><br />Avoid it like the plague.",0
26602,"This has to be one of the worst movies I've ever seen. This movie has nothing positive about it. Some of you people actually like this movie! I've seen a lot of Dracula movies and I've liked everyone that I've seen, but when I saw this movie I said to myself, ""What the hell is this?"" What a stupid movie. Now they have Dracula becoming who he is because he is Judas. For those of you who don't know who Judas is, he betrayed Jesus Christ and then felt so guilty he hung himself. You have to be kidding me. That's the dumbest reason I've ever heard for why Dracula became evil. Who asked for a reason anyway? What a piece of sh** this movie is. Who ever came up with this sorry excuse for a movie should be beaten. Even the Dracula is horrible. If you ever saw this movie you wouldn't even think it was Dracula. Wow, Dracula 2000! Is that title supposed to impress me? Don't waste your time or your money on this trash.",0
26603,"This movie is Great! It touched my stone cold heart. I couldn't relate about the racial discrimination that Antwone has experienced because I'm living in my own country. I guess it is really hard to be discriminated.<br /><br />We watched this film in our sociology class in New Era University,and I didn't knew that It was a true story, I thought it was just created by an intellectual who want to bring a fresh air in the industry. It is very good.<br /><br />The part that shocked me was when Nadine abused Antwone (who was just six) sexually. If I were on his shoes, I could have jumped a ten-story high building. I salute him for he being so strong!<br /><br />The scene that touched me here is when Antwone finally saw his mother Eva face to face. He did not bitched her or whatever,instead he told her about the achievements that he got within the long years that they have been separated. (I think I'll do that when I get the chance of tracing my roots.)",1
26604,"After being sent to prison for no less then 10 nor more then 40 years for being busted with drugs and refusing to give up her accomplishes, Jackie (Erica Gavin of Russ Meyer's ""Vixen"" and ""Beyond the Valley of the Dolls"", in her last film role) has to get accustomed to life in the big 'doll' house, or at least try to, in this early film by Jonathan Demme. Due to it's tawdry nature and sheer watchability, I would also rank this as one of his best films, right below ""Silence of the Lambs"" and ""Stop Making Sense"", but so far above any of his other movies. This minor classic is just campy, sleazy, and fun enough to be an amazingly good guilty pleasure and thankfully never once goes overboard into all out parody of the Women In Prison genre. It ALMOST washed out the rancid bad taste of the ludicrously preachy ""Philidelphia"" from my mouth. However, the film is not without it's downfalls (the 'un'talent show is a HUGE chore to sit through and goes on far too long, Barbera Steele is sadly wasted, among other small things) But don't let those gripes stop you from watching an otherwise enjoyable movie.<br /><br />My Grade: B- <br /><br />DVD Extras: 5 minute Roger Corman interview; Cast & crew Bios; Original Trailer; and Trailers for ""Candy Stripe Nurses"" (with nudity), ""Big Bad Mama 2"", ""Big Doll House"" (with nudity), & ""Crazy Mama"" <br /><br />Eye Candy: Juanita Brown, Cheryl ""Rainbeaux"" Smith, Erica Gavin, Roberta Collins, Ella Reid, Lynda Gold, and some others all show skin",1
26605,"This movie was a major disappointment on direction, intellectual niveau, plot and in the way it dealt with its subject, painting. It is a slow moving film set like an episode of Wonder Years, with appalling lack of depth though. It also fails to deliver its message in a convincing manner.<br /><br />The approach to the subject of painting is very elite, limited to vague and subjective terms as ""beauty"". According to the makers of this movie, 'beauty' can be only experienced in Bob-Ross-style kitschy landscape paintings. Good art according to this film can be achieved by applying basic (like, primary school level) color theory and lots of sentiment. In parts the movie is offending, e.g. at a point it is stated (rather, celebrated by dancing on tables) that mentally handicapped people are not capable of having emotions or expressing them through painting, their works by definition being worthless 'bullshit' (quote).<br /><br />I do not understand how the movie could get such high rating, then again, so far not many people rated it, and they chose for only very high or very low grades.",0
